year,region,city,business_activity,business_examples,smes_count,avg_capital,avg_rent_monthly_est,rent_source,operating_costs_monthly,competition_level,required_permits
2024,منطقة القصيم,الاسياح,صُنع المنسوجات,مصنع أقمشة | إنتاج مفروشات | تصنيع ستائر,2,32500,22800,simulated,248035,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,الاسياح,صُنع المواد الكيميائية والمنتجات الكيميائية,مصنع منظفات | إنتاج دهانات | مصنع مواد تنظيف صناعية,3,36000,23500,simulated,3514529,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,الاسياح,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والانشطة المتصلة بها,وكالة سفر | تنظيم رحلات سياحية | مكتب حجز فنادق وتذاكر,6,39000,24300,simulated,155595,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,ابحاث الاعلان والسوق,شركة أبحاث سوق | قياس رضا العملاء | دراسات سلوك المستهلك,19,52000,17928,actual,291058,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,استخراج النفط الخام والغاز الطبيعي,خدمات إنتاج نفط | استخراج غاز طبيعي | تشغيل حقول نفط,3,50500,17086,actual,243357,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص مهني من الجهة الصحية
2024,منطقة الرياض,الافلاج,اصلاح اجهزة الحاسوب والسلع الشخصية والمنزلية,صيانة لابتوبات | تصليح جوالات | إصلاح أجهزة منزلية,31,70500,41718,actual,221473,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,اصلاح وتركيب الالات والمعدات,صيانة مولدات كهربائية | تركيب معدات مصانع | إصلاح مضخات ومعدات تشغيل,46,53000,41718,actual,432430,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,الادارة العامة والدفاع ؛ والضمان الاجتماعي الالزامي,خدمات حكومية تشغيلية | مراكز خدمة عامة | خدمات إدارية عامة,1,49500,41718,actual,233087,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,الاقامة,فندق صغير | شقق مفروشة | نزل سياحي,23,63000,41718,actual,1274700,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | تصريح سلامة غذاء (هيئة الغذاء والدواء SFDA) | شهادة صحية للعاملين
2024,منطقة الرياض,الافلاج,الانشطة الاخرى للتعدين واستغلال المحاجر,محجر رمل | كسارة حجر | استخراج مواد بناء,4,45000,41718,actual,243357,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,الانشطة الادارية للمكاتب ، وانشطة الدعم للمكاتب وغير ذلك من انشطة الدعم للاعمال,مركز طباعة وتصوير | خدمة إدخال بيانات | مركز اتصال وخدمات مكتبية,44,50500,17928,actual,233087,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,الانشطة الايجارية,تأجير سيارات | تأجير معدات بناء | تأجير أثاث للمناسبات,116,47500,41718,actual,231761,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,الانشطة البيطرية,عيادة بيطرية | صيدلية بيطرية | مركز تطعيم وعلاج حيوانات,3,43500,41718,actual,19364,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,الانشطة الرياضية وانشطة التسلية والترفيه,نادي رياضي | مركز ألعاب إلكترونية | ملعب كرة قدم تجاري,6,47500,41718,actual,155708,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,الانشطة العقارية,مكتب عقار | إدارة أملاك | تسويق وتأجير عقارات,11,80000,41718,actual,485648,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,الانشطة المهنية والعلمية والتقنية الاخرى,استشارات بيئية | خدمات فحص وتقييم | بحوث تقنية متخصصة,1,61000,17928,actual,159778,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,التخزين وانشطة الدعم للنقل,مستودعات تخزين | خدمات تخليص شحنات | مركز لوجستي,37,70500,41718,actual,756660,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة الرياض,الافلاج,التعليم,مركز دروس خصوصية | معهد تدريب لغات | مركز تدريب حاسب,14,63500,41718,actual,454315,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | ترخيص نشاط تعليمي/تدريبي من الجهة المختصة
2024,منطقة الرياض,الافلاج,الصحة البشرية,عيادة أسنان | مجمع طبي | مركز علاج طبيعي,24,71000,41718,actual,841068,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص مهني من الجهة الصحية
2024,منطقة الرياض,الافلاج,النقل البري و النقل عبر الانابيب,شركة نقل بضائع | نقل مياه بالصهاريج | خدمة شحن بري,297,86000,41718,actual,601840,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة الرياض,الافلاج,النقل الجوي,شحن جوي | خدمات طيران خاص | نقل بضائع جوًا,3,69000,41718,actual,16873,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة الرياض,الافلاج,الهندسة المدنية,مكتب إشراف هندسي | تصميم طرق وبنية تحتية | استشارات مشاريع إنشائية,31,46000,41718,actual,687514,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,انشطة الاستخدام,مكتب استقدام عمالة منزلية | توفير عاملات منزليات | خدمات تشغيل عمالة منزلية,17,54500,41718,actual,143006,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,انشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من انشطة,شركة تطوير تطبيقات | برمجة مواقع إلكترونية | استشارات تقنية معلومات,3,54000,17928,actual,236704,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,انشطة التشييد المتخصصة,أعمال اللياسة والدهان | تركيب الجبس والأسقف | أعمال العزل المائي والحراري,139,78000,41718,actual,3392747,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,انشطة الخدمات الشخصية الاخرى,صالون حلاقة رجالي | مركز تجميل نسائي | مغسلة ملابس,290,50500,41718,actual,857759,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,انشطة العمل الاجتماعي، دون اقامة,مركز رعاية نهارية | خدمة دعم أسري واجتماعي | مركز تأهيل اجتماعي نهاري,25,49000,41718,actual,146660,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,انشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,مكتب تصميم معماري | مكتب هندسي | مختبر فحص مواد البناء,6,50500,41718,actual,405879,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,انشطة المنظمات ذات العضوية,جمعية مهنية | نادي أعمال | جمعية حرفيين,9,49000,41718,actual,75518,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,انشطة تقديم الخدمات للمباني وتجميل المواقع,شركة نظافة مباني | تنسيق حدائق | مكافحة حشرات,40,54500,41718,actual,462882,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,انشطة خدمات الاطعمة والمشروبات,مطعم وجبات سريعة | كوفي شوب | محل عصائر,384,57500,41718,actual,2815226,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | تصريح سلامة غذاء (هيئة الغذاء والدواء SFDA) | شهادة صحية للعاملين
2024,منطقة الرياض,الافلاج,انشطة خدمات دعم التعدين,نقل معدات التعدين | صيانة مواقع التعدين | خدمات تشغيل المناجم,4,80000,41718,actual,243357,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,انشطة زراعة المحاصيل والانتاج الحيواني والصيد والخدمات المتصلة,مزرعة خضروات | مشروع تربية أغنام | إنتاج عسل ومنتجات نحل,614,55000,17086,actual,19364,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,محل ملابس | سوبرماركت | محل عطور,1014,50000,17086,actual,10966904,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,مستودع مواد غذائية بالجملة | تاجر جملة للمنظفات | جملة الأدوات المكتبية,246,59500,41718,actual,9824490,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,تجارة الجملة والتجزئة ، واصلاح المركبات ذات المحركات والدراجات النارية,معرض سيارات مع صيانة | محل بيع قطع غيار وصيانة | ورشة بيع وإصلاح دراجات نارية,370,54000,17086,actual,6513887,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,تشييد المباني,مقاول بناء فلل | شركة بناء عمائر سكنية | تنفيذ مباني تجارية,506,61000,41718,actual,4242312,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,توصيل الكهرباء والغاز والبخار وتكييف الهواء,تمديدات كهربائية صناعية | شبكات غاز | أنظمة تكييف مركزية,3,72000,41718,actual,198834,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صنع الاثاث,مصنع كنب | ورشة أثاث مكتبي | تفصيل غرف نوم,31,51500,41718,actual,503008,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صنع الحواسيب والمنتجات الالكترونية والبصرية,تجميع حواسيب | تصنيع شاشات إلكترونية | إنتاج أجهزة استشعار,3,48000,41718,actual,34707,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صنع الفلزات القاعدية,مصهر معادن | تصنيع سبائك | معالجة خامات معدنية,3,52000,41718,actual,452915,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صنع المعدات الكهربائية,تصنيع لوحات كهربائية | إنتاج مفاتيح ومقابس | تصنيع محولات صغيرة,4,54000,41718,actual,771696,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صنع المنتجات الصيدلانية الاساسية والمستحضرات الصيدلانية,مصنع أدوية | إنتاج مكملات دوائية | تصنيع مراهم طبية,2,45500,17086,actual,49036,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صنع منتجات المطاط واللدائن,مصنع عبوات بلاستيكية | تصنيع مواسير PVC | منتجات مطاطية,3,47000,41718,actual,676222,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صنع منتجات المعادن اللافلزية الاخرى,مصنع بلاط | مصنع طوب | مصنع زجاج,8,53500,41718,actual,1625594,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صنع منتجات المعادن المشكلة ( باستثناء الالات والمعدات ),مصنع أبواب حديد | ورشة تشكيل خزانات معدنية | تصنيع رفوف معدنية,98,50000,41718,actual,1163250,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صيد الاسماك وتربية المائيات,مزرعة أسماك | مشروع أقفاص بحرية | تربية روبيان,6,50000,17086,actual,19364,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الاثاث ، صُنع اصناف من القش ومواد الضفر,ورشة تصنيع أبواب خشبية | تصنيع صناديق خشب | منتجات ديكور خشبية,18,50500,41718,actual,206696,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صُنع الملبوسات,مشغل خياطة | مصنع عباءات | مصنع زي موحد,144,56000,41718,actual,371129,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صُنع المنتجات الغذائية,مصنع حلويات | مصنع معجنات | مصنع تعبئة التمور,74,50000,41718,actual,1456040,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صُنع المنسوجات,مصنع أقمشة | إنتاج مفروشات | تصنيع ستائر,10,44000,41718,actual,248035,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صُنع المواد الكيميائية والمنتجات الكيميائية,مصنع منظفات | إنتاج دهانات | مصنع مواد تنظيف صناعية,3,41000,41718,actual,3514529,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,صُنع الورق ومنتجات الورق,مصنع مناديل ورقية | إنتاج كراتين | تصنيع أكياس ورقية,2,41000,41718,actual,209981,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,الافلاج,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والانشطة المتصلة بها,وكالة سفر | تنظيم رحلات سياحية | مكتب حجز فنادق وتذاكر,3,45500,41718,actual,155595,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,ابحاث الاعلان والسوق,شركة أبحاث سوق | قياس رضا العملاء | دراسات سلوك المستهلك,69,211500,32571,actual,291058,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,اصلاح اجهزة الحاسوب والسلع الشخصية والمنزلية,صيانة لابتوبات | تصليح جوالات | إصلاح أجهزة منزلية,169,261000,48241,actual,221473,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,اصلاح وتركيب الالات والمعدات,صيانة مولدات كهربائية | تركيب معدات مصانع | إصلاح مضخات ومعدات تشغيل,100,177000,48241,actual,432430,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الاتصالات,مزود خدمة اتصالات | مركز اتصالات وتقنية | خدمات شبكات اتصال,8,219500,48241,actual,132580,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الادارة العامة والدفاع ؛ والضمان الاجتماعي الالزامي,خدمات حكومية تشغيلية | مراكز خدمة عامة | خدمات إدارية عامة,20,175500,48241,actual,233087,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الاقامة,فندق صغير | شقق مفروشة | نزل سياحي,234,236500,48241,actual,1274700,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | تصريح سلامة غذاء (هيئة الغذاء والدواء SFDA) | شهادة صحية للعاملين
2024,منطقة الباحة,الباحة,الانشطة الابداعية والفنون وانشطة الترفيه,استوديو تصميم فني | مركز رسم وفنون | تنظيم عروض ترفيهية,3,171000,48241,actual,143164,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الانشطة الاخرى للتعدين واستغلال المحاجر,محجر رمل | كسارة حجر | استخراج مواد بناء,25,192500,48241,actual,243357,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الانشطة الادارية للمكاتب ، وانشطة الدعم للمكاتب وغير ذلك من انشطة الدعم للاعمال,مركز طباعة وتصوير | خدمة إدخال بيانات | مركز اتصال وخدمات مكتبية,146,189500,32571,actual,233087,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الانشطة الايجارية,تأجير سيارات | تأجير معدات بناء | تأجير أثاث للمناسبات,315,217000,48241,actual,231761,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الانشطة البيطرية,عيادة بيطرية | صيدلية بيطرية | مركز تطعيم وعلاج حيوانات,9,160000,48241,actual,19364,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الانشطة الرياضية وانشطة التسلية والترفيه,نادي رياضي | مركز ألعاب إلكترونية | ملعب كرة قدم تجاري,67,188000,48241,actual,155708,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الانشطة العقارية,مكتب عقار | إدارة أملاك | تسويق وتأجير عقارات,86,319500,48241,actual,485648,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الانشطة القانونية وانشطة المحاسبة,مكتب محاماة | مكتب محاسبة قانونية | خدمات مراجعة حسابات,36,188500,32571,actual,183754,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الانشطة المهنية والعلمية والتقنية الاخرى,استشارات بيئية | خدمات فحص وتقييم | بحوث تقنية متخصصة,25,250000,32571,actual,159778,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,البحث والتطوير في المجال العلمي,مركز أبحاث علمية | تطوير منتجات جديدة | مختبر ابتكار,2,167500,32571,actual,16907,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,التخزين وانشطة الدعم للنقل,مستودعات تخزين | خدمات تخليص شحنات | مركز لوجستي,102,302000,48241,actual,756660,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة الباحة,الباحة,التعليم,مركز دروس خصوصية | معهد تدريب لغات | مركز تدريب حاسب,86,231500,48241,actual,454315,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | ترخيص نشاط تعليمي/تدريبي من الجهة المختصة
2024,منطقة الباحة,الباحة,الحراجة وقطع الاخشاب,قطع أخشاب | توريد أخشاب خام | إدارة غابات تجارية,1,162000,48241,actual,206696,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الصحة البشرية,عيادة أسنان | مجمع طبي | مركز علاج طبيعي,111,271500,48241,actual,841068,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص مهني من الجهة الصحية
2024,منطقة الباحة,الباحة,الصرف الصحي,خدمات شبكات صرف صحي | محطة معالجة صرف | صيانة أنظمة صرف,14,185000,48241,actual,28124,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الباحة,الباحة,الصناعة التحويلية الاخرى,مصنع منتجات متنوعة | مشغل تصنيع بسيط | خطوط إنتاج صغيرة متعددة,20,254000,48241,actual,223718,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص صناعي/ورشة
2024,منطقة الباحة,الباحة,الطباعة واستنساخ وسائط الاعلام المسجّلة,مطبعة تجارية | طباعة بروشورات | طباعة ملصقات وستيكرات,38,196000,48241,actual,322389,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص مهني من الجهة الصحية
2024,منطقة الباحة,الباحة,النقل البري و النقل عبر الانابيب,شركة نقل بضائع | نقل مياه بالصهاريج | خدمة شحن بري,379,328000,48241,actual,601840,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
